id,nbr,cod_cmp,lic_tpd,lib_dip,province,pays,univ,annee
apogee_globalins_47829966,1,FSC,Doctorat,Chimie et Valorisation,SIDI KACEM,MAROC,UH2C,2012
apogee_globalins_47829967,1,FSC,Doctorat,Chimie et Valorisation,BENSLIMANE,MAROC,UH2C,2012
apogee_globalins_47829968,2,FSC,Doctorat,Chimie et Valorisation,KHOURIBGA,MAROC,UH2C,2012
apogee_globalins_47829969,1,FSC,Doctorat,Chimie et Valorisation,KENITRA,MAROC,UH2C,2012
apogee_globalins_47829970,1,FSC,Doctorat,Chimie et Valorisation,TIZNIT,MAROC,UH2C,2012
apogee_globalins_47829971,1,FSC,Doctorat,Chimie et Valorisation,RABAT,MAROC,UH2C,2012
apogee_globalins_47829972,4,FSC,Doctorat,Chimie et Valorisation,MAROC,MAROC,UH2C,2012
apogee_globalins_47829973,7,FSC,Doctorat,Chimie et Valorisation,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47829974,2,FSC,Doctorat,Chimie et Valorisation,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47829975,1,FSC,Doctorat,Sciences Biologiques,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2C,2012
apogee_globalins_47829976,4,FSC,Doctorat,Sciences Biologiques,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47829977,1,FSC,Doctorat,Sciences Biologiques,AL FIDA DERB SULTAN,ALGERIE,UH2C,2012
apogee_globalins_47829978,2,FSC,Doctorat,Sciences Biologiques,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47829979,1,FSC,Doctorat,Sciences Biologiques,BEN MSICK MEDIOUNA,MAROC,UH2C,2012
apogee_globalins_47829980,6,FSC,Doctorat,Sciences Biologiques,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47829981,1,FSC,Doctorat,Sciences Biologiques,OUARZAZATE,MAROC,UH2C,2012
apogee_globalins_47829982,1,FSC,Doctorat,Sciences Biologiques,BENSLIMANE,MAROC,UH2C,2012
apogee_globalins_47829983,3,FSC,Doctorat,Sciences Physiques,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47829984,4,FSC,Doctorat,Sciences Physiques,BEN MSICK MEDIOUNA,MAROC,UH2C,2012
apogee_globalins_47829985,1,FSC,Doctorat,Sciences Physiques,MARRAKECH-MENARA,MAROC,UH2C,2012
apogee_globalins_47829986,11,FSC,Doctorat,Sciences Physiques,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47829987,1,FSC,Doctorat,Sciences Physiques,BENI MELLAL,MAROC,UH2C,2012
apogee_globalins_47829988,1,FSC,Doctorat,Sciences Physiques,MOHAMMADIA,MAROC,UH2C,2012
apogee_globalins_47829989,2,FSC,Doctorat,Sciences Physiques,FES-MEDINA,MAROC,UH2C,2012
apogee_globalins_47829990,2,FSC,Doctorat,Sciences Physiques,BENSLIMANE,MAROC,UH2C,2012
apogee_globalins_47829991,5,FSC,Doctorat,Géosciences,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47829992,1,FSC,Doctorat,Géosciences,KHOURIBGA,MAROC,UH2C,2012
apogee_globalins_47829993,2,FSC,Doctorat,Géosciences,SETTAT,MAROC,UH2C,2012
apogee_globalins_47829994,2,EST,DUT,Génie Electrique,SAFI,MAROC,UH2C,2012
apogee_globalins_47829995,49,EST,DUT,Génie Electrique,MAROC,MAROC,UH2C,2012
apogee_globalins_47829996,1,EST,DUT,Génie Electrique,MAROC,NIGER,UH2C,2012
apogee_globalins_47829997,1,EST,DUT,Génie Electrique,MAROC,BURKINA FASO,UH2C,2012
apogee_globalins_47829998,1,EST,DUT,Génie Electrique,SETTAT,MAROC,UH2C,2012
apogee_globalins_47829999,52,EST,DUT,DUT Techniques de Commercialisation,MAROC,MAROC,UH2C,2012
apogee_globalins_47830000,1,EST,DUT,Génie Electrique,TANGER,MAROC,UH2C,2012
apogee_globalins_47830001,1,EST,DUT,Génie Electrique,autres,BURKINA FASO,UH2C,2012
apogee_globalins_47830002,5,EST,DUT,Génie Electrique,AIN CHOCK,MAROC,UH2C,2012
apogee_globalins_47830003,1,EST,DUT,Génie Electrique,CHICHAOUA,MAROC,UH2C,2012
apogee_globalins_47830004,4,EST,DUT,Génie Electrique,EL JADIDA,MAROC,UH2C,2012
apogee_globalins_47830005,2,EST,DUT,Génie Electrique,BENSLIMANE,MAROC,UH2C,2012
apogee_globalins_47830006,1,EST,DUT,Génie Electrique,BENI MELLAL,MAROC,UH2C,2012
apogee_globalins_47830007,2,EST,DUT,Génie Electrique,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830008,1,EST,DUT,Gestion et Administration des Entreprises,SIDI BERNOUSSI ZENATA,MAROC,UH2C,2012
apogee_globalins_47830009,1,EST,DUT,Gestion et Administration des Entreprises,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830010,3,EST,DUT,Gestion et Administration des Entreprises,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830011,52,EST,DUT,Gestion et Administration des Entreprises,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830012,2,EST,DUT,Gestion et Administration des Entreprises,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830013,3,EST,DUT,Gestion et Administration des Entreprises,BEN MSICK,MAROC,UH2C,2012
apogee_globalins_47830014,3,EST,DUT,Gestion et Administration des Entreprises,AIN CHOCK,MAROC,UH2C,2012
apogee_globalins_47830015,68,EST,DUT,Gestion et Administration des Entreprises,MAROC,MAROC,UH2C,2012
apogee_globalins_47830016,1,EST,DUT,DUT Techniques de Commercialisation,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830017,2,EST,DUT,DUT Techniques de Commercialisation,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830018,43,EST,DUT,DUT Techniques de Commercialisation,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830019,4,EST,DUT,DUT Techniques de Commercialisation,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830020,3,EST,DUT,DUT Techniques de Commercialisation,BEN MSICK,MAROC,UH2C,2012
apogee_globalins_47830021,1,EST,DUT,DUT Techniques de Commercialisation,AIN CHOCK,MAROC,UH2C,2012
apogee_globalins_47830022,1,EST,DUT,Génie Electrique,BURKINA FASO,BURKINA FASO,UH2C,2012
apogee_globalins_47830023,57,EST,DUT,Génie Electrique,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830024,2,EST,DUT,Génie Electrique,MARRAKECH-MEDINA,MAROC,UH2C,2012
apogee_globalins_47830025,2,EST,DUT,Génie Electrique,AGADIR IDA-TANANE,MAROC,UH2C,2012
apogee_globalins_47830026,1,EST,DUT,Génie Electrique,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830027,1,EST,DUT,Génie Electrique,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830028,41,EST,DUT,Génie Informatique,MAROC,MAROC,UH2C,2012
apogee_globalins_47830029,6,EST,DUT,Génie Informatique,AIN CHOCK,MAROC,UH2C,2012
apogee_globalins_47830030,1,EST,DUT,Génie Informatique,BENSLIMANE,MAROC,UH2C,2012
apogee_globalins_47830031,9,EST,DUT,Génie Informatique,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830032,61,EST,DUT,Génie Informatique,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830033,4,EST,DUT,Génie Informatique,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830034,3,EST,DUT,Génie Informatique,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830035,2,EST,DUT,Génie Informatique,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2C,2012
apogee_globalins_47830036,32,EST,DUT,Génie des Procédés,MAROC,MAROC,UH2C,2012
apogee_globalins_47830037,1,EST,DUT,Génie des Procédés,ZAGORA,MAROC,UH2C,2012
apogee_globalins_47830038,3,EST,DUT,Génie des Procédés,AIN CHOCK,MAROC,UH2C,2012
apogee_globalins_47830039,1,EST,DUT,Génie des Procédés,EL JADIDA,MAROC,UH2C,2012
apogee_globalins_47830040,1,EST,DUT,Génie des Procédés,KHOURIBGA,MAROC,UH2C,2012
apogee_globalins_47830041,10,EST,DUT,Génie des Procédés,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830042,62,EST,DUT,Génie des Procédés,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830043,5,EST,DUT,Génie des Procédés,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830044,1,EST,DUT,DUT Génie Mécanique,SAFI,MAROC,UH2C,2012
apogee_globalins_47830045,70,EST,DUT,DUT Génie Mécanique,MAROC,MAROC,UH2C,2012
apogee_globalins_47830046,3,EST,DUT,DUT Génie Mécanique,MAROC,NIGER,UH2C,2012
apogee_globalins_47830047,1,EST,DUT,DUT Génie Mécanique,MAROC,COMORES,UH2C,2012
apogee_globalins_47830048,1,EST,DUT,DUT Génie Mécanique,TIZNIT,MAROC,UH2C,2012
apogee_globalins_47830049,1,EST,DUT,DUT Génie Mécanique,EL JADIDA,MAROC,UH2C,2012
apogee_globalins_47830050,1,EST,DUT,DUT Génie Mécanique,MOHAMMADIA,MAROC,UH2C,2012
apogee_globalins_47830051,1,EST,DUT,DUT Génie Mécanique,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830052,1,EST,DUT,DUT Génie Mécanique,BURKINA FASO,BURKINA FASO,UH2C,2012
apogee_globalins_47830053,63,EST,DUT,DUT Génie Mécanique,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830054,1,EST,DUT,DUT Génie Mécanique,MARRAKECH-MEDINA,MAROC,UH2C,2012
apogee_globalins_47830055,3,EST,DUT,DUT Génie Mécanique,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830056,59,EST,DUT,DUT Finance Comptabilité,MAROC,MAROC,UH2C,2012
apogee_globalins_47830057,1,EST,DUT,DUT Finance Comptabilité,NADOR,MAROC,UH2C,2012
apogee_globalins_47830058,1,EST,DUT,DUT Finance Comptabilité,AIN CHOCK,MAROC,UH2C,2012
apogee_globalins_47830059,1,EST,DUT,DUT Finance Comptabilité,BEN MSICK,MAROC,UH2C,2012
apogee_globalins_47830060,1,EST,DUT,DUT Finance Comptabilité,MOHAMMADIA,MAROC,UH2C,2012
apogee_globalins_47830061,1,EST,DUT,DUT Finance Comptabilité,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830062,58,EST,DUT,DUT Finance Comptabilité,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830063,1,EST,DUT,DUT Finance Comptabilité,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830064,1,FOC,DUT,Diplome Assistante Dentaire,MAROC,MAROC,UH2C,2012
apogee_globalins_47830065,1,FOC,DUT,Diplome Assistante Dentaire,BERCHID,MAROC,UH2C,2012
apogee_globalins_47830066,1,FOC,DUT,Diplome Assistante Dentaire,NOUASSER,MAROC,UH2C,2012
apogee_globalins_47830067,1,FOC,DUT,Diplome Assistante Dentaire,BEN MSICK,MAROC,UH2C,2012
apogee_globalins_47830068,4,FOC,DUT,Diplome Assistante Dentaire,EL JADIDA,MAROC,UH2C,2012
apogee_globalins_47830069,2,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,SAFI,MAROC,UH2C,2012
apogee_globalins_47830070,4,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,MOULAY RCHID,MAROC,UH2C,2012
apogee_globalins_47830071,1,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830072,1,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,SIDI IFNI,NORVEGE,UH2C,2012
apogee_globalins_47830073,1,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,SIDI IFNI,MAROC,UH2C,2012
apogee_globalins_47830074,1,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,MARRAKECH,MAROC,UH2C,2012
apogee_globalins_47830075,3,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,KHOURIBGA,MAROC,UH2C,2012
apogee_globalins_47830076,2,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,BEN MSICK,MAROC,UH2C,2012
apogee_globalins_47830077,1,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,NOUASSER,MAROC,UH2C,2012
apogee_globalins_47830078,1,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,TAN-TAN,MAROC,UH2C,2012
apogee_globalins_47830079,3,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,SIDI BERNOUSSI ZENATA,MAROC,UH2C,2012
apogee_globalins_47830080,1,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,AGADIR IDA-TANANE,MAROC,UH2C,2012
apogee_globalins_47830081,2,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830082,1,FOC,DUT,Diplome de Technologie de Laboratoire de Prothèse Dentaire,FES,MAROC,UH2C,2012
apogee_globalins_47830083,2,FOC,DUT,Diplome Assistante Dentaire,KHEMISSET,MAROC,UH2C,2012
apogee_globalins_47830084,4,FOC,DUT,Diplome Assistante Dentaire,KHOURIBGA,MAROC,UH2C,2012
apogee_globalins_47830085,1,FOC,DUT,Diplome Assistante Dentaire,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830086,5,FOC,DUT,Diplome Assistante Dentaire,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830087,3,FOC,DUT,Diplome Assistante Dentaire,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830088,1,FOC,DUT,Diplome Assistante Dentaire,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2C,2012
apogee_globalins_47830089,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,TATA,MAROC,UH2C,2012
apogee_globalins_47830090,2,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,TAZA,MAROC,UH2C,2012
apogee_globalins_47830091,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,MAROC,MAROC,UH2C,2012
apogee_globalins_47830092,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,RABAT,MAROC,UH2C,2012
apogee_globalins_47830093,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,FIGUIG,MAROC,UH2C,2012
apogee_globalins_47830094,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,SETTAT,MAROC,UH2C,2012
apogee_globalins_47830095,4,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830096,3,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830097,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,ERRACHIDIA,MAROC,UH2C,2012
apogee_globalins_47830098,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,EL JADIDA,MAROC,UH2C,2012
apogee_globalins_47830099,2,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,KHENIFRA,MAROC,UH2C,2012
apogee_globalins_47830100,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,AL HAOUZ,MAROC,UH2C,2012
apogee_globalins_47830101,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,TETOUAN,MAROC,UH2C,2012
apogee_globalins_47830102,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,TAN-TAN,MAROC,UH2C,2012
apogee_globalins_47830103,1,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,TANGER,MAROC,UH2C,2012
apogee_globalins_47830104,1,ENS,Lic Prof,licence professionnelle de l enseignement de Mathématiques,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830105,2,ENS,Lic Prof,licence professionnelle de l enseignement de Mathématiques,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830106,2,ENS,Lic Prof,licence professionnelle de l enseignement de Mathématiques,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830107,2,ENS,Lic Prof,licence professionnelle de l enseignement de Mathématiques,BENSLIMANE,MAROC,UH2C,2012
apogee_globalins_47830108,11,ENS,Lic Prof,licence professionnelle de l enseignement de Mathématiques,MAROC,MAROC,UH2C,2012
apogee_globalins_47830109,14,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830110,2,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,MEKNES,MAROC,UH2C,2012
apogee_globalins_47830111,2,ENS,Lic Prof,Licence Professionnelle en Sport et loisir,AZILAL,MAROC,UH2C,2012
apogee_globalins_47830112,30,EST,Lic Prof,LPU GI,AIN CHOCK,MAROC,UH2C,2012
apogee_globalins_47830113,1,FDC,Lic Prof,Licence Professionnelle T.D.C.E,SAFI,MAROC,UH2C,2012
apogee_globalins_47830114,51,FDC,Lic Prof,Licence Professionnelle T.D.C.E,MAROC,MAROC,UH2C,2012
apogee_globalins_47830115,1,FDC,Lic Prof,Licence Professionnelle T.D.C.E,autres,MAROC,UH2C,2012
apogee_globalins_47830116,1,FDC,Lic Prof,Licence Professionnelle T.D.C.E,OUARZAZATE,MAROC,UH2C,2012
apogee_globalins_47830117,3,FDC,Lic Prof,Licence Professionnelle T.D.C.E,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830118,2,FDC,Lic Prof,Licence Professionnelle Management des Org,KHENIFRA,MAROC,UH2C,2012
apogee_globalins_47830119,1,FDC,Lic Prof,Licence Professionnelle Management des Org,EL-HAJEB,MAROC,UH2C,2012
apogee_globalins_47830120,1,FDC,Lic Prof,Licence Professionnelle Management des Org,autres,MAROC,UH2C,2012
apogee_globalins_47830121,1,FDC,Lic Prof,Licence Professionnelle Management des Org,SETTAT,MAROC,UH2C,2012
apogee_globalins_47830122,5,FDC,Lic Prof,Licence Professionnelle Management des Org,MEKNES,MAROC,UH2C,2012
apogee_globalins_47830123,5,FDC,Lic Prof,Licence Professionnelle Management des Org,RABAT,MAROC,UH2C,2012
apogee_globalins_47830124,1,FDC,Lic Prof,Licence Professionnelle Management des Org,MAROC,AFGHANISTAN,UH2C,2012
apogee_globalins_47830125,98,FDC,Lic Prof,Licence Professionnelle Management des Org,MAROC,MAROC,UH2C,2012
apogee_globalins_47830126,2,FDC,Lic Prof,Licence Professionnelle Management des Org,SAFI,MAROC,UH2C,2012
apogee_globalins_47830127,2,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,MOULAY RCHID SIDI OTMANE,MAROC,UH2C,2012
apogee_globalins_47830128,3,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830129,1,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830130,50,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830131,4,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,EL JADIDA,MAROC,UH2C,2012
apogee_globalins_47830132,1,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,ETRANGER,MAROC,UH2C,2012
apogee_globalins_47830133,1,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,LARACHE,MAROC,UH2C,2012
apogee_globalins_47830134,1,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,KENITRA,MAROC,UH2C,2012
apogee_globalins_47830135,2,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,AZILAL,MAROC,UH2C,2012
apogee_globalins_47830136,2,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,RABAT,MAROC,UH2C,2012
apogee_globalins_47830137,4,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,MAROC,MAROC,UH2C,2012
apogee_globalins_47830138,1,FDC,Lic Prof,Licence Professionnelle Techniques Bancaires et Financières,FES,MAROC,UH2C,2012
apogee_globalins_47830139,19,FDC,Lic Prof,Licence Professionnelle Management du Système d information,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830140,1,FDC,Lic Prof,Licence Professionnelle Management du Système d information,OUJDA-ANGAD,MAROC,UH2C,2012
apogee_globalins_47830141,2,FDC,Lic Prof,Licence Professionnelle Management du Système d information,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830142,1,FDC,Lic Prof,Licence Professionnelle Management du Système d information,EL JADIDA,MAROC,UH2C,2012
apogee_globalins_47830143,1,FDC,Lic Prof,Licence Professionnelle Management du Système d information,LAAYOUNE,MAROC,UH2C,2012
apogee_globalins_47830144,1,FDC,Lic Prof,Licence Professionnelle Management du Système d information,SETTAT,MAROC,UH2C,2012
apogee_globalins_47830151,1,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,AIN CHOCK HAY HASSANI,AUTRES pays,UH2C,2012
apogee_globalins_47830152,1,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830153,1,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,AL FIDA DERB SULTAN,AUTRES pays,UH2C,2012
apogee_globalins_47830154,1,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830155,1,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,BEN MSICK MEDIOUNA,MAROC,UH2C,2012
apogee_globalins_47830156,3,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,CASABLANCA ANFA,AUTRES pays,UH2C,2012
apogee_globalins_47830157,8,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830158,2,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,EL JADIDA,MAROC,UH2C,2012
apogee_globalins_47830159,1,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,AIN CHOCK,MAROC,UH2C,2012
apogee_globalins_47830160,1,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,TETOUAN,MAROC,UH2C,2012
apogee_globalins_47830161,4,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,RABAT,MAROC,UH2C,2012
apogee_globalins_47830162,4,FDC,Lic Prof,Master Economie et Gestion - Entreprenariat,MAROC,MAROC,UH2C,2012
apogee_globalins_47830163,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,MOULAY RCHID SIDI OTMANE,MAROC,UH2C,2012
apogee_globalins_47830164,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,SIDI BERNOUSSI ZENATA,MAROC,UH2C,2012
apogee_globalins_47830165,6,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,AIN CHOCK HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830166,11,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,AL FIDA DERB SULTAN,MAROC,UH2C,2012
apogee_globalins_47830167,3,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,BEN MSICK MEDIOUNA,MAROC,UH2C,2012
apogee_globalins_47830168,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,AGADIR IDA-TANANE,MAROC,UH2C,2012
apogee_globalins_47830169,30,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47830170,2,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,MOULAY RCHID,MAROC,UH2C,2012
apogee_globalins_47830171,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,OUJDA-ANGAD,MAROC,UH2C,2012
apogee_globalins_47830172,6,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,HAY HASSANI,MAROC,UH2C,2012
apogee_globalins_47830173,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,OUARZAZATE,MAROC,UH2C,2012
apogee_globalins_47830174,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,YOUSOUFIA,MAROC,UH2C,2012
apogee_globalins_47830175,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,MARRAKECH,MAROC,UH2C,2012
apogee_globalins_47830176,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,EL JADIDA,MAROC,UH2C,2012
apogee_globalins_47830177,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,BEN MSICK,MAROC,UH2C,2012
apogee_globalins_47830178,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,MEDIOUNA,MAROC,UH2C,2012
apogee_globalins_47830179,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,GUELMIM,MAROC,UH2C,2012
apogee_globalins_47830180,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,autres,MAROC,UH2C,2012
apogee_globalins_47830181,2,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,RABAT,MAROC,UH2C,2012
apogee_globalins_47830182,1,FDC,Lic Prof,Licence Professionnelle Techniques de Vente,MAROC,AUTRES pays,UH2C,2012

