id,nbr,cod_cmp,lic_tpd,lib_dip,province,pays,univ,annee
apogee_globalins_46118958,3,FDM,Licence U,L.U.en Technico-commercial,RABAT,MAROC,UH2M,2011
apogee_globalins_46118959,1,FDM,Licence U,L.U.en Technico-commercial,SETTAT,MAROC,UH2M,2011
apogee_globalins_46118960,1,FDM,Licence U,L.U.en Technico-commercial,KENITRA,MAROC,UH2M,2011
apogee_globalins_46118961,1,FDM,Licence U,L.U.en Technico-commercial,KHENIFRA,MAROC,UH2M,2011
apogee_globalins_46118962,2,FDM,Licence U,L.U.en Technico-commercial,EL JADIDA,MAROC,UH2M,2011
apogee_globalins_46118963,1,FDM,Licence U,L.U.en Technico-commercial,KHOURIBGA,MAROC,UH2M,2011
apogee_globalins_46118964,1,FDM,Licence U,L.U.en Technico-commercial,BENSLIMANE,MAROC,UH2M,2011
apogee_globalins_46118965,2,FDM,Licence U,L.U.en Technico-commercial,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46118966,2,FDM,Licence U,L.U.en Technico-commercial,SALE BOUKNADEL,MAROC,UH2M,2011
apogee_globalins_46118967,4,FDM,Licence U,L.U.en Technico-commercial,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46118968,1,FDM,Licence U,L.U.en Technico-commercial,SKHIRATE-TEMARA,MAROC,UH2M,2011
apogee_globalins_46118969,1,FDM,Licence U,L.U.en Technico-commercial,AL FIDA DERB SULTAN,MAROC,UH2M,2011
apogee_globalins_46118970,2,FDM,Licence U,L.U.en Technico-commercial,AIN CHOCK HAY HASSANI,MAROC,UH2M,2011
apogee_globalins_46118971,2,FDM,Licence U,L.U.en Technico-commercial,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46118972,6,FDM,Licence U,L.U.en Technico-commercial,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2M,2011
apogee_globalins_46118973,7,FDM,Licence U,L.U.en Gestion administrative,RABAT,MAROC,UH2M,2011
apogee_globalins_46118974,1,FDM,Licence U,L.U.en Gestion administrative,AZILAL,MAROC,UH2M,2011
apogee_globalins_46118975,1,FDM,Licence U,L.U.en Gestion administrative,SETTAT,MAROC,UH2M,2011
apogee_globalins_46118976,4,FDM,Licence U,L.U.en Gestion administrative,KHOURIBGA,MAROC,UH2M,2011
apogee_globalins_46118977,1,FDM,Licence U,L.U.en Gestion administrative,BENSLIMANE,MAROC,UH2M,2011
apogee_globalins_46118978,1,FDM,Licence U,L.U.en Gestion administrative,FES-MEDINA,MAROC,UH2M,2011
apogee_globalins_46118979,3,FDM,Licence U,L.U.en Gestion administrative,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46118980,1,FDM,Licence U,L.U.en Gestion administrative,OUARZAZATE,MAROC,UH2M,2011
apogee_globalins_46118981,2,FDM,Licence U,L.U.en Gestion administrative,BENI MELLAL,MAROC,UH2M,2011
apogee_globalins_46118982,1,FDM,Licence U,L.U.en Gestion administrative,SALE BOUKNADEL,MAROC,UH2M,2011
apogee_globalins_46118983,3,FDM,Licence U,L.U.en Gestion administrative,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46118984,1,FDM,Licence U,L.U.en Gestion administrative,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46118985,1,FDM,Licence U,L.U.en Gestion administrative,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2M,2011
apogee_globalins_46118986,1,FDM,Licence U,L.U.en Gestion administrative,MOULAY RCHID SIDI OTMANE,MAROC,UH2M,2011
apogee_globalins_46118987,1,FDM,Licence U,L.U.en Logistique et commerce,SAFI,MAROC,UH2M,2011
apogee_globalins_46118988,3,FDM,Licence U,L.U.en Logistique et commerce,RABAT,MAROC,UH2M,2011
apogee_globalins_46118989,1,FDM,Licence U,L.U.en Logistique et commerce,SETTAT,MAROC,UH2M,2011
apogee_globalins_46118990,1,FDM,Licence U,L.U.en Logistique et commerce,KENITRA,MAROC,UH2M,2011
apogee_globalins_46118991,5,FDM,Licence U,actuariat et techniques d assurance,RABAT,MAROC,UH2M,2011
apogee_globalins_46118992,1,FDM,Licence U,L.U.en Logistique et commerce,KHENIFRA,MAROC,UH2M,2011
apogee_globalins_46118993,2,FDM,Licence U,L.U.en Logistique et commerce,FES-MEDINA,MAROC,UH2M,2011
apogee_globalins_46118994,4,FDM,Licence U,L.U.en Logistique et commerce,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46118995,1,FDM,Licence U,L.U.en Logistique et commerce,BENI MELLAL,MAROC,UH2M,2011
apogee_globalins_46118996,1,FDM,Licence U,L.U.en Logistique et commerce,BEN MSICK MEDIOUNA,MAROC,UH2M,2011
apogee_globalins_46118997,2,FDM,Licence U,L.U.en Logistique et commerce,AIN CHOCK HAY HASSANI,MAROC,UH2M,2011
apogee_globalins_46118998,1,FDM,Licence U,L.U.en Logistique et commerce,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46118999,2,FDM,Licence U,L.U.en Logistique et commerce,MOULAY RCHID SIDI OTMANE,MAROC,UH2M,2011
apogee_globalins_46119000,1,FDM,Licence U,L.U.en Management Comptable et Financier,BENI MELLAL,MAROC,UH2M,2011
apogee_globalins_46119001,1,FDM,Licence U,L.U.en Management Comptable et Financier,SIDI KACEM,MAROC,UH2M,2011
apogee_globalins_46119002,1,FDM,Licence U,L.U.en Management Comptable et Financier,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119003,1,FDM,Licence U,L.U.en Management Comptable et Financier,BENSLIMANE,MAROC,UH2M,2011
apogee_globalins_46119004,1,FDM,Licence U,L.U.en Management Comptable et Financier,EL JADIDA,MAROC,UH2M,2011
apogee_globalins_46119005,1,FDM,Licence U,L.U.en Management Comptable et Financier,KHENIFRA,MAROC,UH2M,2011
apogee_globalins_46119006,1,FDM,Licence U,L.U.en Management Comptable et Financier,RABAT,MAROC,UH2M,2011
apogee_globalins_46119007,2,FDM,Licence U,L.U.en Management Comptable et Financier,SAFI,MAROC,UH2M,2011
apogee_globalins_46119008,1,FDM,Licence U,actuariat et techniques d assurance,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119009,2,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2M,2011
apogee_globalins_46119010,9,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46119011,2,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,AIN CHOCK HAY HASSANI,MAROC,UH2M,2011
apogee_globalins_46119012,2,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,AL FIDA DERB SULTAN,MAROC,UH2M,2011
apogee_globalins_46119013,5,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,BEN MSICK MEDIOUNA,MAROC,UH2M,2011
apogee_globalins_46119014,1,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46119015,1,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,BENI MELLAL,MAROC,UH2M,2011
apogee_globalins_46119016,3,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119017,1,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,KHOURIBGA,MAROC,UH2M,2011
apogee_globalins_46119018,3,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,MOULAY RCHID SIDI OTMANE,MAROC,UH2M,2011
apogee_globalins_46119019,3,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,EL JADIDA,MAROC,UH2M,2011
apogee_globalins_46119020,1,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,SETTAT,MAROC,UH2M,2011
apogee_globalins_46119021,1,FDM,Licence U,L.U.en Gestionnaires comptables et financiers,IFRANE,MAROC,UH2M,2011
apogee_globalins_46119022,1,FDM,Licence U,L.U.en Management Comptable et Financier,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46119023,4,FDM,Licence U,L.U.en Management Comptable et Financier,AIN CHOCK HAY HASSANI,MAROC,UH2M,2011
apogee_globalins_46119024,1,FDM,Licence U,L.U.en Management Comptable et Financier,AL FIDA DERB SULTAN,MAROC,UH2M,2011
apogee_globalins_46119025,1,FDM,Licence U,L.U.en Management Comptable et Financier,MEKNES-EL-MENZEH,MAROC,UH2M,2011
apogee_globalins_46119026,3,FDM,Licence U,L.U.en Management Comptable et Financier,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46119027,5,FDM,Licence U,L.U.en Informatique de Gestion,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119028,1,FDM,Licence U,L.U.en Informatique de Gestion,SALE BOUKNADEL,MAROC,UH2M,2011
apogee_globalins_46119029,3,FDM,Licence U,L.U.en Informatique de Gestion,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46119030,2,FDM,Licence U,L.U.en Informatique de Gestion,AL FIDA DERB SULTAN,MAROC,UH2M,2011
apogee_globalins_46119031,2,FDM,Licence U,L.U.en Informatique de Gestion,AIN CHOCK HAY HASSANI,MAROC,UH2M,2011
apogee_globalins_46119032,1,FDM,Licence U,L.U.en Informatique de Gestion,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2M,2011
apogee_globalins_46119033,1,NST,Licence U,L.U. en Administration des systèmes et logiciels,SAFI,MAROC,UH2M,2011
apogee_globalins_46119034,2,NST,Licence U,L.U. en Administration des systèmes et logiciels,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119035,1,NST,Licence U,L.U. en Administration des systèmes et logiciels,MOULAY RCHID SIDI OTMANE,MAROC,UH2M,2011
apogee_globalins_46119036,2,NST,Licence U,L.U. en Administration des systèmes et logiciels,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46119037,2,NST,Licence U,L.U. en Administration des systèmes et logiciels,SALE BOUKNADEL,MAROC,UH2M,2011
apogee_globalins_46119038,1,NST,Licence U,L.U. en Administration des systèmes et logiciels,BENI MELLAL,MAROC,UH2M,2011
apogee_globalins_46119039,1,NST,Licence U,L.U. en Administration des systèmes et logiciels,MOHAMMADIA,FRANCE,UH2M,2011
apogee_globalins_46119040,1,NST,Licence U,L.U. en Administration des systèmes et logiciels,MOHAMMADIA,CONGO,UH2M,2011
apogee_globalins_46119041,1,NST,Licence U,L.U. en Administration des systèmes et logiciels,RABAT,MAROC,UH2M,2011
apogee_globalins_46119042,1,NST,Licence U,L.U. en Administration des systèmes et logiciels,BERKANE,MAROC,UH2M,2011
apogee_globalins_46119043,1,NST,Licence U,L.U. en Administration des systèmes et logiciels,EL JADIDA,MAROC,UH2M,2011
apogee_globalins_46119044,1,NST,Licence U,L.U. en Administration des systèmes et logiciels,ESSAOUIRA,MAROC,UH2M,2011
apogee_globalins_46119045,4,NST,Licence U,L.U. en Administration des systèmes et logiciels,SETTAT,MAROC,UH2M,2011
apogee_globalins_46119046,3,UHM,Licence U,L.U.en Chargé de Clientèle Banque,TAZA,MAROC,UH2M,2011
apogee_globalins_46119047,1,UHM,Licence U,L.U.en Chargé de Clientèle Banque,MAROC,MAROC,UH2M,2011
apogee_globalins_46119048,8,UHM,Licence U,L.U.en Chargé de Clientèle Banque,NADOR,MAROC,UH2M,2011
apogee_globalins_46119049,3,UHM,Licence U,L.U.en Chargé de Clientèle Banque,RABAT,MAROC,UH2M,2011
apogee_globalins_46119050,2,UHM,Licence U,L.U.en Chargé de Clientèle Banque,SETTAT,MAROC,UH2M,2011
apogee_globalins_46119051,1,UHM,Licence U,L.U.en Chargé de Clientèle Banque,BERKANE,MAROC,UH2M,2011
apogee_globalins_46119052,4,UHM,Licence U,L.U.en Chargé de Clientèle Banque,KENITRA,MAROC,UH2M,2011
apogee_globalins_46119053,2,UHM,Licence U,L.U.en Chargé de Clientèle Banque,TETOUAN,MAROC,UH2M,2011
apogee_globalins_46119054,1,UHM,Licence U,L.U.en Chargé de Clientèle Banque,KHOURIBGA,MAROC,UH2M,2011
apogee_globalins_46119055,1,UHM,Licence U,L.U.en Chargé de Clientèle Banque,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119056,2,UHM,Licence U,L.U.en Chargé de Clientèle Banque,BENI MELLAL,MAROC,UH2M,2011
apogee_globalins_46119057,6,UHM,Licence U,L.U.en Chargé de Clientèle Banque,OUJDA-ANGAD,MAROC,UH2M,2011
apogee_globalins_46119058,4,UHM,Licence U,L.U.en Chargé de Clientèle Banque,SALE BOUKNADEL,MAROC,UH2M,2011
apogee_globalins_46119059,7,UHM,Licence U,L.U.en Chargé de Clientèle Banque,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46119060,5,UHM,Licence U,L.U.en Chargé de Clientèle Banque,MARRAKECH-MEDINA,MAROC,UH2M,2011
apogee_globalins_46119061,2,UHM,Licence U,L.U.en Chargé de Clientèle Banque,MEKNES-EL-MENZEH,MAROC,UH2M,2011
apogee_globalins_46119062,1,UHM,Licence U,L.U.en Chargé de Clientèle Banque,BEN MSICK MEDIOUNA,MAROC,UH2M,2011
apogee_globalins_46119063,2,UHM,Licence U,L.U.en Chargé de Clientèle Banque,AL FIDA DERB SULTAN,MAROC,UH2M,2011
apogee_globalins_46119064,1,UHM,Licence U,L.U.en Chargé de Clientèle Banque,INZEGANE-AIT-MELLOUL,MAROC,UH2M,2011
apogee_globalins_46119065,3,UHM,Licence U,L.U.en Chargé de Clientèle Banque,AIN CHOCK HAY HASSANI,MAROC,UH2M,2011
apogee_globalins_46119066,7,UHM,Licence U,L.U.en Chargé de Clientèle Banque,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2M,2011
apogee_globalins_46119067,1,FDM,master Uni,M.U.en Droit des contentieux,SETTAT,MAROC,UH2M,2011
apogee_globalins_46119068,1,FDM,master Uni,M.U.en Droit des contentieux,KHENIFRA,MAROC,UH2M,2011
apogee_globalins_46119069,1,FDM,master Uni,M.U.en Droit des contentieux,KHEMISSET,MAROC,UH2M,2011
apogee_globalins_46119070,4,FDM,master Uni,M.U.en Droit des contentieux,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119071,1,FDM,master Uni,M.U.en Droit des contentieux,MARRAKECH-MENARA,MAROC,UH2M,2011
apogee_globalins_46119072,1,FDM,master Uni,M.U.en Droit des contentieux,MEKNES-EL-MENZEH,MAROC,UH2M,2011
apogee_globalins_46119073,1,FDM,master Uni,M.U.en Droit des contentieux,AL FIDA DERB SULTAN,MAROC,UH2M,2011
apogee_globalins_46119074,1,FDM,master Uni,M.U.en Droit des contentieux,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46119075,2,FDM,master Uni,M.U.en Audit et contrôle de gestion,MAROC,MAROC,UH2M,2011
apogee_globalins_46119076,2,FDM,master Uni,M.U.en Audit et contrôle de gestion,RABAT,MAROC,UH2M,2011
apogee_globalins_46119077,1,FDM,master Uni,M.U.en Audit et contrôle de gestion,KHENIFRA,MAROC,UH2M,2011
apogee_globalins_46119078,1,FDM,master Uni,M.U.en Audit et contrôle de gestion,KHEMISSET,MAROC,UH2M,2011
apogee_globalins_46119079,3,FDM,master Uni,M.U.en Audit et contrôle de gestion,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119080,1,FDM,master Uni,M.U.en Audit et contrôle de gestion,TAROUDANNT,MAROC,UH2M,2011
apogee_globalins_46119081,2,FDM,master Uni,M.U.en Audit et contrôle de gestion,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46119082,1,FDM,master Uni,M.U.en Audit et contrôle de gestion,KELAAT  ESSRAGHNA,MAROC,UH2M,2011
apogee_globalins_46119083,1,FDM,master Uni,M.U.en Audit et contrôle de gestion,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46119084,1,FDM,master Uni,M.U.en Management logistique appliquée,KENITRA,MAROC,UH2M,2011
apogee_globalins_46119085,2,FDM,master Uni,M.U.en Management logistique appliquée,BENSLIMANE,MAROC,UH2M,2011
apogee_globalins_46119086,1,FDM,master Uni,M.U.en Management logistique appliquée,FES-MEDINA,MAROC,UH2M,2011
apogee_globalins_46119087,3,FDM,master Uni,M.U.en Management logistique appliquée,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119088,1,FDM,master Uni,M.U.en Management logistique appliquée,SALE BOUKNADEL,MAROC,UH2M,2011
apogee_globalins_46119089,4,FDM,master Uni,M.U.en Management logistique appliquée,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46119090,1,FDM,master Uni,M.U.en Management logistique appliquée,MARRAKECH-MEDINA,MAROC,UH2M,2011
apogee_globalins_46119091,1,FDM,master Uni,M.U.en Management logistique appliquée,MEKNES-EL-MENZEH,MAROC,UH2M,2011
apogee_globalins_46119092,2,FDM,master Uni,M.U.en Management logistique appliquée,BEN MSICK MEDIOUNA,MAROC,UH2M,2011
apogee_globalins_46119093,1,FDM,master Uni,M.U.en Management logistique appliquée,AL FIDA DERB SULTAN,MAROC,UH2M,2011
apogee_globalins_46119094,1,FDM,master Uni,M.U.en Management logistique appliquée,INZEGANE-AIT-MELLOUL,MAROC,UH2M,2011
apogee_globalins_46119095,3,FDM,master Uni,M.U.en Management logistique appliquée,AIN CHOCK HAY HASSANI,MAROC,UH2M,2011
apogee_globalins_46119096,3,FDM,master Uni,M.U.en Intelligence marketing et veille commerciale,RABAT,MAROC,UH2M,2011
apogee_globalins_46119097,2,FDM,master Uni,M.U.en Management logistique appliquée,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46119098,1,FDM,master Uni,M.U.en Management logistique appliquée,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2M,2011
apogee_globalins_46119099,4,FDM,master Uni,M.U.en Ingénierie bancaire et financière,TAZA,MAROC,UH2M,2011
apogee_globalins_46119100,17,FDM,master Uni,M.U.en Ingénierie bancaire et financière,NADOR,MAROC,UH2M,2011
apogee_globalins_46119101,4,FDM,master Uni,M.U.en Ingénierie bancaire et financière,RABAT,MAROC,UH2M,2011
apogee_globalins_46119102,1,FDM,master Uni,M.U.en Ingénierie bancaire et financière,KENITRA,MAROC,UH2M,2011
apogee_globalins_46119103,2,FDM,master Uni,M.U.en Ingénierie bancaire et financière,LARACHE,MAROC,UH2M,2011
apogee_globalins_46119104,1,FDM,master Uni,M.U.en Ingénierie bancaire et financière,KHOURIBGA,MAROC,UH2M,2011
apogee_globalins_46119105,1,FDM,master Uni,M.U.en Management des organisations et développement social,SIDI KACEM,MAROC,UH2M,2011
apogee_globalins_46119106,1,FDM,master Uni,M.U.en Management des organisations et développement social,OUARZAZATE,MAROC,UH2M,2011
apogee_globalins_46119107,2,FDM,master Uni,M.U.en Management des organisations et développement social,RABAT,MAROC,UH2M,2011
apogee_globalins_46119108,1,FDM,master Uni,M.U.en Techniques de modélisation économique et économétrie,MARRAKECH-MEDINA,MAROC,UH2M,2011
apogee_globalins_46119109,2,FDM,master Uni,M.U.en Techniques de modélisation économique et économétrie,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119110,1,FDM,master Uni,M.U.en Techniques de modélisation économique et économétrie,KHEMISSET,MAROC,UH2M,2011
apogee_globalins_46119111,1,FDM,master Uni,M.U.en Techniques de modélisation économique et économétrie,KHENIFRA,MAROC,UH2M,2011
apogee_globalins_46119112,1,FDM,master Uni,M.U.en Techniques de modélisation économique et économétrie,RABAT,MAROC,UH2M,2011
apogee_globalins_46119113,1,FDM,master Uni,M.U.en Intelligence marketing et veille commerciale,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46119114,1,FDM,master Uni,M.U.en Management des organisations et développement social,FES-EL-JADID-DAR DBIBAGH,MAROC,UH2M,2011
apogee_globalins_46119115,1,FDM,master Uni,M.U.en Management des organisations et développement social,AIN CHOCK HAY HASSANI,MAROC,UH2M,2011
apogee_globalins_46119116,1,FDM,master Uni,M.U.en Management des organisations et développement social,MARRAKECH-MEDINA,MAROC,UH2M,2011
apogee_globalins_46119117,1,FDM,master Uni,M.U.en Management des organisations et développement social,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46119118,3,FDM,master Uni,M.U.en Intelligence marketing et veille commerciale,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46119119,3,FDM,master Uni,M.U.en Intelligence marketing et veille commerciale,SALE BOUKNADEL,MAROC,UH2M,2011
apogee_globalins_46119120,2,FDM,master Uni,M.U.en Intelligence marketing et veille commerciale,SIDI KACEM,MAROC,UH2M,2011
apogee_globalins_46119121,4,FDM,master Uni,M.U.en Intelligence marketing et veille commerciale,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119122,1,FDM,master Uni,M.U.en Intelligence marketing et veille commerciale,ERRACHIDIA,MAROC,UH2M,2011
apogee_globalins_46119123,2,FDM,master Uni,M.U.en Intelligence marketing et veille commerciale,KHOURIBGA,MAROC,UH2M,2011
apogee_globalins_46119124,2,FDM,master Uni,M.U.en Intelligence marketing et veille commerciale,KENITRA,MAROC,UH2M,2011
apogee_globalins_46119125,1,FDM,master Uni,M.U.en Intelligence marketing et veille commerciale,SETTAT,MAROC,UH2M,2011
apogee_globalins_46119126,5,FDM,master Uni,M.U.en Ingénierie bancaire et financière,AL HOCEIMA,MAROC,UH2M,2011
apogee_globalins_46119127,1,FDM,master Uni,M.U.en Ingénierie bancaire et financière,BENSLIMANE,MAROC,UH2M,2011
apogee_globalins_46119128,5,FDM,master Uni,M.U.en Ingénierie bancaire et financière,FES-MEDINA,MAROC,UH2M,2011
apogee_globalins_46119129,4,FDM,master Uni,M.U.en Ingénierie bancaire et financière,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119130,1,FDM,master Uni,M.U.en Ingénierie bancaire et financière,OUJDA-ANGAD,MAROC,UH2M,2011
apogee_globalins_46119131,2,FDM,master Uni,M.U.en Ingénierie bancaire et financière,SALE BOUKNADEL,MAROC,UH2M,2011
apogee_globalins_46119132,6,FDM,master Uni,M.U.en Ingénierie bancaire et financière,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46119133,2,FDM,master Uni,M.U.en Ingénierie bancaire et financière,MEKNES-EL-MENZEH,MAROC,UH2M,2011
apogee_globalins_46119134,1,FDM,master Uni,M.U.en Ingénierie bancaire et financière,BEN MSICK MEDIOUNA,MAROC,UH2M,2011
apogee_globalins_46119135,2,FDM,master Uni,M.U.en Ingénierie bancaire et financière,MEKNES-AL-ISMAILIA,MAROC,UH2M,2011
apogee_globalins_46119136,2,FDM,master Uni,M.U.en Ingénierie bancaire et financière,AL FIDA DERB SULTAN,MAROC,UH2M,2011
apogee_globalins_46119137,2,FDM,master Uni,M.U.en Ingénierie bancaire et financière,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46119138,1,FDM,master Uni,M.U.en Ingénierie bancaire et financière,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2M,2011
apogee_globalins_46119139,1,FDM,master Uni,M.U.en Ingénierie bancaire et financière,FES-EL-JADID-DAR DBIBAGH,MAROC,UH2M,2011
apogee_globalins_46119140,2,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,RABAT,MAROC,UH2M,2011
apogee_globalins_46119141,2,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,SETTAT,MAROC,UH2M,2011
apogee_globalins_46119142,2,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,BOULEMANE,MAROC,UH2M,2011
apogee_globalins_46119143,2,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,EL JADIDA,MAROC,UH2M,2011
apogee_globalins_46119144,1,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,KHOURIBGA,MAROC,UH2M,2011
apogee_globalins_46119145,2,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,MOHAMMADIA,MAROC,UH2M,2011
apogee_globalins_46119146,1,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,CHEFCHAOUEN,MAROC,UH2M,2011
apogee_globalins_46119147,1,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,Sidi Slimane,MAROC,UH2M,2011
apogee_globalins_46119148,3,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,CASABLANCA ANFA,MAROC,UH2M,2011
apogee_globalins_46119149,1,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,MARRAKECH-MEDINA,MAROC,UH2M,2011
apogee_globalins_46119150,1,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,MEKNES-EL-MENZEH,MAROC,UH2M,2011
apogee_globalins_46119151,1,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,BEN MSICK MEDIOUNA,MAROC,UH2M,2011
apogee_globalins_46119152,1,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,AL FIDA DERB SULTAN,MAROC,UH2M,2011
apogee_globalins_46119153,9,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,AIN CHOCK HAY HASSANI,MAROC,UH2M,2011
apogee_globalins_46119154,8,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,SIDI BERNOUSSI ZENATA,MAROC,UH2M,2011
apogee_globalins_46119155,6,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,AIN SEBAA HAY MOHAMMEDI,MAROC,UH2M,2011
apogee_globalins_46119156,2,NCG,master Uni,M.U.en Comptabilité  contrôle de gestion et audit,MOULAY RCHID SIDI OTMANE,MAROC,UH2M,2011
apogee_globalins_47829382,2,FMC,DESS,DIPLOMES DES SPECIALITES MEDICALES,SALE,MAROC,UH2C,2012
apogee_globalins_47829383,14,FMC,DESS,DIPLOMES DES SPECIALITES MEDICALES,RABAT,MAROC,UH2C,2012
apogee_globalins_47829384,1,FMC,DESS,DIPLOMES DES SPECIALITES MEDICALES,SETTAT,MAROC,UH2C,2012
apogee_globalins_47829385,1,FMC,DESS,DIPLOMES DES SPECIALITES MEDICALES,BERCHID,MAROC,UH2C,2012
apogee_globalins_47829386,3,FMC,DESS,DIPLOMES DES SPECIALITES MEDICALES,CASABLANCA ANFA,MAROC,UH2C,2012
apogee_globalins_47829387,2,FMC,DESS,DIPLOMES DES SPECIALITES MEDICALES,MARRAKECH,MAROC,UH2C,2012
apogee_globalins_47829388,1,FMC,DESS,DIPLOMES DES SPECIALITES MEDICALES,TAOUNATE,MAROC,UH2C,2012
apogee_globalins_47829389,1,FMC,DESS,DIPLOMES DES SPECIALITES MEDICALES,TINGHIR,ISLANDE,UH2C,2012
apogee_globalins_47829390,3,EEM,DIE,GENIE INDUSTRIEL,SAFI,MAROC,UH2C,2012
apogee_globalins_47829391,2,EEM,DIE,GENIE INDUSTRIEL,MAROC,MAROC,UH2C,2012
apogee_globalins_47829392,1,EEM,DIE,GENIE INDUSTRIEL,MAROC,COTE D IVOIRE,UH2C,2012
apogee_globalins_47829393,1,EEM,DIE,GENIE INDUSTRIEL,NADOR,MAROC,UH2C,2012
apogee_globalins_47829394,2,EEM,DIE,GENIE INDUSTRIEL,RABAT,MAROC,UH2C,2012
apogee_globalins_47829395,2,EEM,DIE,GENIE INDUSTRIEL,SETTAT,MAROC,UH2C,2012
apogee_globalins_47829396,1,EEM,DIE,GENIE INDUSTRIEL,TANGER,MAROC,UH2C,2012
apogee_globalins_47829397,2,EEM,DIE,GENIE INDUSTRIEL,KENITRA,MAROC,UH2C,2012
apogee_globalins_47829398,1,EEM,DIE,GENIE INDUSTRIEL,TAN-TAN,MAROC,UH2C,2012
